timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg
147760.611626205,standard,0.0,37.0,1.0,62.0,9.0,76.0,1.0,5.0,78.0,7.987499713897705,5.962499618530273,1.0,1.0,5.0,5.0,518.0,521.0,11613.0,3671.0,1876.0,664.0,110.0,148.0,134.0,127.0,158.0,81.0,134.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1022.0,707.0
147760.898333812,standard,1.0,37.0,1.0,16.0,47.0,38.0,1.0,5.0,67.0,-1.0125000476837158,9.0,1.0,1.0,5.0,5.0,506.0,524.0,5914.0,2222.0,841.0,313.0,76.0,97.0,57.0,80.0,167.0,148.0,125.0,21.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,855.0
147761.228062983,standard,2.0,37.0,1.0,56.0,0.0,36.0,1.0,5.0,70.0,12.037500381469727,13.049999237060547,1.0,1.0,5.0,5.0,523.0,531.0,7926.0,1651.0,1417.0,275.0,91.0,81.0,26.0,86.0,64.0,54.0,168.0,105.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,910.0
147761.690895658,standard,3.0,37.0,1.0,25.0,55.0,34.0,1.0,5.0,67.0,-11.02500057220459,3.0375001430511475,1.0,1.0,5.0,5.0,491.0,518.0,7011.0,2460.0,1068.0,330.0,93.0,95.0,107.0,62.0,145.0,55.0,41.0,46.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,925.0
147762.053302223,standard,4.0,37.0,1.0,17.0,69.0,27.0,1.0,5.0,72.0,-13.949999809265137,21.037500381469727,1.0,1.0,5.0,5.0,488.0,542.0,6607.0,2010.0,938.0,331.0,71.0,72.0,12.0,153.0,107.0,109.0,128.0,55.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,943.0
147762.397446109,standard,5.0,37.0,1.0,35.0,30.0,54.0,1.0,5.0,74.0,3.0375001430511475,22.94999885559082,1.0,1.0,5.0,5.0,510.0,544.0,7159.0,2546.0,1248.0,442.0,98.0,126.0,148.0,60.0,168.0,17.0,166.0,147.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,952.0
147762.645389417,standard,6.0,37.0,1.0,67.0,50.0,40.0,1.0,5.0,74.0,1.0125000476837158,18.0,1.0,1.0,5.0,5.0,508.0,540.0,15097.0,3697.0,2500.0,519.0,118.0,92.0,112.0,159.0,1.0,68.0,51.0,45.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,965.0
147762.983242268,standard,7.0,37.0,1.0,4.0,43.0,63.0,1.0,5.0,75.0,4.050000190734863,3.0375001430511475,1.0,1.0,5.0,5.0,512.0,518.0,5484.0,2585.0,984.0,455.0,103.0,177.0,167.0,92.0,128.0,147.0,153.0,56.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,962.0
147763.417266449,standard,8.0,37.0,1.0,79.0,53.0,62.0,1.0,5.0,77.0,-13.049999237060547,15.97499942779541,1.0,1.0,5.0,5.0,489.0,534.0,16193.0,4334.0,2747.0,678.0,172.0,145.0,67.0,107.0,102.0,38.0,81.0,167.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,953.0
147763.736678577,standard,9.0,37.0,1.0,63.0,21.0,15.0,1.0,5.0,73.0,-2.0250000953674316,21.037500381469727,1.0,1.0,5.0,5.0,503.0,542.0,8972.0,1306.0,1361.0,178.0,107.0,61.0,84.0,53.0,0.0,38.0,97.0,27.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,960.0
147764.195477403,standard,10.0,37.0,1.0,4.0,44.0,22.0,1.0,5.0,66.0,19.012500762939453,9.0,1.0,1.0,5.0,5.0,533.0,527.0,3564.0,1167.0,572.0,188.0,51.0,62.0,17.0,125.0,27.0,89.0,49.0,122.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,950.0
147764.498510925,standard,11.0,37.0,1.0,53.0,10.0,69.0,1.0,5.0,81.0,5.962499618530273,7.987499713897705,1.0,1.0,5.0,5.0,516.0,525.0,9530.0,3015.0,1353.0,490.0,122.0,125.0,38.0,14.0,143.0,67.0,0.0,94.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,959.0
147764.779168084,standard,12.0,37.0,1.0,2.0,24.0,25.0,1.0,5.0,65.0,9.0,0.0,1.0,1.0,5.0,5.0,519.0,514.0,1613.0,698.0,279.0,129.0,34.0,48.0,25.0,133.0,63.0,150.0,79.0,78.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,966.0
147765.084294411,standard,13.0,37.0,1.0,53.0,39.0,62.0,1.0,5.0,75.0,16.987499237060547,5.962499618530273,1.0,1.0,5.0,5.0,530.0,521.0,13024.0,4239.0,1859.0,598.0,143.0,151.0,69.0,80.0,31.0,51.0,53.0,125.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,965.0
147765.46323001,standard,14.0,37.0,1.0,26.0,26.0,67.0,1.0,5.0,75.0,0.0,0.0,1.0,1.0,5.0,5.0,507.0,514.0,7209.0,2819.0,1259.0,537.0,82.0,122.0,153.0,120.0,69.0,103.0,149.0,51.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,960.0
147765.751755027,standard,15.0,37.0,1.0,42.0,5.0,43.0,1.0,5.0,66.0,4.949999809265137,6.974999904632568,1.0,1.0,5.0,5.0,513.0,522.0,6697.0,1715.0,1140.0,327.0,78.0,82.0,31.0,112.0,35.0,44.0,11.0,167.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,965.0
147766.220903285,standard,16.0,37.0,1.0,29.0,10.0,31.0,1.0,5.0,70.0,22.05000114440918,-10.012499809265137,1.0,1.0,5.0,5.0,538.0,500.0,4573.0,1153.0,526.0,155.0,46.0,51.0,41.0,147.0,27.0,61.0,91.0,67.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,952.0
147766.822985119,standard,17.0,37.0,1.0,64.0,6.0,18.0,1.0,5.0,74.0,-4.050000190734863,13.949999809265137,1.0,1.0,5.0,5.0,501.0,532.0,7816.0,993.0,1089.0,155.0,84.0,48.0,78.0,26.0,127.0,91.0,25.0,93.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,936.0
147767.097439643,standard,18.0,37.0,1.0,4.0,48.0,61.0,1.0,5.0,76.0,5.962499618530273,13.949999809265137,1.0,1.0,5.0,5.0,514.0,532.0,6135.0,3220.0,900.0,483.0,91.0,143.0,77.0,81.0,124.0,90.0,26.0,163.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,957.0
147767.380023183,standard,19.0,37.0,1.0,3.0,50.0,28.0,1.0,5.0,65.0,13.949999809265137,16.987499237060547,1.0,1.0,5.0,5.0,526.0,536.0,4826.0,1759.0,585.0,170.0,58.0,72.0,31.0,31.0,146.0,61.0,6.0,16.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,964.0
147767.875593274,standard,20.0,37.0,1.0,5.0,60.0,49.0,1.0,5.0,72.0,4.949999809265137,-11.02500057220459,1.0,1.0,5.0,5.0,514.0,499.0,8838.0,3561.0,877.0,388.0,87.0,120.0,71.0,162.0,148.0,103.0,62.0,16.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,950.0
